Timing info

         851863 function calls (849405 primitive calls) in 22.520 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {PIL._imaging.jpeg_decoder}
        2    0.000    0.000    0.000    0.000 locale.py:363(normalize)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
        1    0.000    0.000    0.000    0.000 compressed.py:585(_minor_reduce)
        2    0.000    0.000    0.000    0.000 compressed.py:957(__get_has_canonical_format)
        1    0.000    0.000    0.000    0.000 ssl.py:129(<dictcomp>)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 patches.py:4129(ConnectionPatch)
       12    0.000    0.000    0.000    0.000 numeric.py:2524(geterr)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
      182    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       99    0.000    0.000    0.000    0.000 _binary.py:15(i8)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:161(_property)
        8    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 mathtext.py:1009(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1401(__call__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:67(validate_path_exists)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:832(Polygon)
       18    0.000    0.000    0.000    0.000 atexit.py:37(register)
       21    0.000    0.000    0.000    0.000 rcsetup.py:472(__call__)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        3    0.000    0.000    0.000    0.000 numerictypes.py:611(obj2sctype)
        1    0.000    0.000    0.000    0.000 _ni_support.py:31(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:898(RegularPolyCollection)
        2    0.000    0.000    0.000    0.000 {numpy.core._dotblas.dot}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1852(all)
        1    0.000    0.000    0.000    0.000 parser.py:338(parser)
        1    0.000    0.000    0.000    0.000 Image.py:420(_getencoder)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:133(SOF)
        3    0.000    0.000    0.000    0.000 __init__.py:61(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3043(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:36(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:448(HTMLDoc)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
       54    0.000    0.000    0.000    0.000 pyparsing.py:401(haskeys)
        1    0.000    0.000    0.000    0.000 os.py:499(clear)
        1    0.000    0.000    0.000    0.000 ltisys.py:262(lti)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
       13    0.000    0.000    0.000    0.000 pyparsing.py:771(_trim_arity)
      115    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 artist.py:70(Artist)
        1    0.000    0.000    0.000    0.000 patches.py:1160(YAArrow)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:5(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:335(ge)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
      126    0.000    0.000    0.000    0.000 {method 'ljust' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       16    0.000    0.000    0.000    0.000 rcsetup.py:301(validate_fontsize)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:153(_families)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        6    0.000    0.000    0.000    0.000 Image.py:2380(register_open)
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        4    0.000    0.000    0.000    0.000 _util.py:55(__init__)
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 collections.py:1427(EllipseCollection)
        1    0.000    0.000    0.000    0.000 realtransforms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 text.py:149(Text)
        1    0.000    0.000    0.000    0.000 _subplots.py:161(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 label.py:171(LabelBinarizer)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        1    0.000    0.000    0.000    0.000 patches.py:1398(Arc)
        1    0.000    0.000    0.000    0.000 format.py:136(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1397(__invert__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       32    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
       62    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 parser.py:1013(_result)
        6    0.000    0.000    0.000    0.000 JpegImagePlugin.py:54(Skip)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        9    0.000    0.000    0.000    0.000 core.py:2433(__init__)
       55    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
        1    0.000    0.000    0.000    0.000 os.py:506(copy)
      162    0.000    0.000    0.000    0.000 pyparsing.py:953(postParse)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        5    0.000    0.000    0.000    0.000 cbook.py:1284(__init__)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2697(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
      105    0.000    0.000    0.000    0.000 {unichr}
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        4    0.000    0.000    0.000    0.000 {posix.fdopen}
       13    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        3    0.000    0.000    0.000    0.000 numerictypes.py:736(issubdtype)
        4    0.000    0.000    0.000    0.000 function_base.py:1331(trim_zeros)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1475(__str__)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        6    0.000    0.000    0.000    0.000 re.py:208(escape)
        1    0.000    0.000    0.000    0.000 _polygon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:804(PathPatch)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:181(DQT)
        4    0.000    0.000    0.000    0.000 six.py:128(_resolve)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.000    0.000 adapt_rgb.py:34(decorator)
        1    0.000    0.000    0.000    0.000 patches.py:504(Shadow)
        1    0.000    0.000    0.000    0.000 collections.py:799(PolyCollection)
        6    0.000    0.000    0.000    0.000 sputils.py:102(to_native)
        6    0.000    0.000    0.000    0.000 data.py:25(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:939(Wedge)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
       13    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
       94    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 mathtext.py:666(BakomaFonts)
        1    0.000    0.000    0.000    0.000 core.py:155(reload_library)
       95    0.000    0.000    0.000    0.000 pyparsing.py:165(<genexpr>)
       12    0.000    0.000    0.000    0.000 _regionprops.py:85(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
       14    0.000    0.000    0.000    0.000 ImageFile.py:502(_safe_read)
        1    0.000    0.000    0.000    0.000 patches.py:1359(Circle)
        1    0.000    0.000    0.000    0.000 regression.py:8(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:53(Patch)
        1    0.000    0.000    0.000    0.000 {PIL._imaging.raw_encoder}
        5    0.000    0.000    0.000    0.000 __init__.py:501(cast)
        1    0.000    0.000    0.000    0.000 wavelets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:436(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 patches.py:1264(CirclePolygon)
       76    0.000    0.000    0.000    0.000 pyparsing.py:2353(<genexpr>)
        1    0.000    0.000    0.000    0.000 fir_filter_design.py:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:168(validate_toolbar)
        1    0.000    0.000    0.000    0.000 waveforms.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:734(parse_template)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
       27    0.000    0.000    0.000    0.000 scorer.py:36(__init__)
        5    0.000    0.000    0.000    0.000 iterative.py:71(combine)
        1    0.000    0.000    0.000    0.000 quiver.py:393(Quiver)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        5    0.000    0.000    0.000    0.000 core.py:37(is_style_file)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2146(__init__)
        2    0.000    0.000    0.000    0.000 function_base.py:1055(diff)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Sharpening.py:3(<module>)
       26    0.000    0.000    0.000    0.000 pyparsing.py:1058(resetCache)
       29    0.000    0.000    0.000    0.000 UserDict.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 core.py:105(update_user_library)
        5    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        4    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:86(_decorate_fun)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:867(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:507(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2177(__init__)
        1    0.000    0.000    0.000    0.000 randomized_l1.py:186(RandomizedLasso)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(__getitem__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1618(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:98(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:67(<module>)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
       78    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:147(_name)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2828(__str__)
       12    0.000    0.000    0.000    0.000 Image.py:2417(register_extension)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.copyto}
        1    0.000    0.000    0.000    0.000 util.py:161(register_after_fork)
       13    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
        1    0.000    0.000    0.000    0.000 decoder.py:304(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:129(validate_fonttype)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:130(Pool)
        1    0.000    0.000    0.000    0.000 bounds.py:1(<module>)
       40    0.000    0.000    0.000    0.000 numerictypes.py:158(english_upper)
        1    0.000    0.000    0.000    0.000 collections.py:851(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 pyramids.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog.py:16(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        2    0.000    0.000    0.000    0.000 fixes.py:23(_parse_version)
       18    0.000    0.000    0.000    0.000 cbook.py:140(deprecated)
        1    0.000    0.000    0.000    0.000 patches.py:570(Rectangle)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        7    0.000    0.000    0.000    0.000 coo.py:208(getnnz)
        6    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 _warps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:2205(CompositeGenericTransform)
       29    0.000    0.000    0.000    0.000 rcsetup.py:121(validate_int)
       14    0.000    0.000    0.000    0.000 numerictypes.py:185(english_capitalize)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1593(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:157(validate_backend)
        1    0.000    0.000    0.000    0.000 rrule.py:1071(rruleset)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:33(RendererMac)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 hashing.py:40(Hasher)
